fips,county_name,households,population
01001,"Autauga County, AL",22523,61464
01003,"Baldwin County, AL",94642,261608
01005,"Barbour County, AL",9080,24358
01007,"Bibb County, AL",7571,22258
01009,"Blount County, AL",21977,60163
01011,"Bullock County, AL",3453,9901
01013,"Butler County, AL",7262,18256
01015,"Calhoun County, AL",45125,116427
01017,"Chambers County, AL",13419,33813
01019,"Cherokee County, AL",10477,26138
01021,"Chilton County, AL",17554,47262
01023,"Choctaw County, AL",5174,12052
01025,"Clarke County, AL",8452,22142
01027,"Clay County, AL",5765,14239
01029,"Cleburne County, AL",5849,15905
01031,"Coffee County, AL",20860,56358
01033,"Colbert County, AL",24217,58785
01035,"Conecuh County, AL",4528,11109
01037,"Coosa County, AL",4201,10291
01039,"Covington County, AL",14495,37748
01041,"Crenshaw County, AL",5075,13114
01043,"Cullman County, AL",34543,92604
01045,"Dale County, AL",19769,50067
01047,"Dallas County, AL",15416,35545
01049,"DeKalb County, AL",25946,73122
01051,"Elmore County, AL",32529,91042
01053,"Escambia County, AL",12781,36630
01055,"Etowah County, AL",39160,103207
01057,"Fayette County, AL",6051,15863
01059,"Franklin County, AL",11593,31874
01061,"Geneva County, AL",10550,27259
01063,"Greene County, AL",3037,7127
01065,"Hale County, AL",5541,15116
01067,"Henry County, AL",6684,18141
01069,"Houston County, AL",42581,109366
01071,"Jackson County, AL",21186,53780
01073,"Jefferson County, AL",268911,664744
01075,"Lamar County, AL",4987,13543
01077,"Lauderdale County, AL",38777,97502
01079,"Lawrence County, AL",13145,33567
01081,"Lee County, AL",67944,187847
01083,"Limestone County, AL",40021,118942
01085,"Lowndes County, AL",4161,9485
01087,"Macon County, AL",7151,18159
01089,"Madison County, AL",162469,423355
01091,"Marengo County, AL",7615,18512
01093,"Marion County, AL",10874,29323
01095,"Marshall County, AL",35963,102156
01097,"Mobile County, AL",160507,412339
01099,"Monroe County, AL",7396,19057
01101,"Montgomery County, AL",90785,225894
01103,"Morgan County, AL",48752,126084
01105,"Perry County, AL",3195,7719
01107,"Pickens County, AL",6946,18508
01109,"Pike County, AL",12605,33124
01111,"Randolph County, AL",9127,23067
01113,"Russell County, AL",23784,58837
01115,"St. Clair County, AL",34477,96927
01117,"Shelby County, AL",85414,235969
01119,"Sumter County, AL",4765,11607
01121,"Talladega County, AL",32889,81375
01123,"Tallapoosa County, AL",16548,40699
01125,"Tuscaloosa County, AL",87289,241212
01127,"Walker County, AL",24843,65260
01129,"Washington County, AL",5678,15018
01131,"Wilcox County, AL",3693,9865
01133,"Winston County, AL",9328,23869
02013,"Aleutians East Borough, AK",998,3632
02016,"Aleutians West Census Area, AK",977,5424
02020,"Anchorage Municipality, AK",107868,289600
02050,"Bethel Census Area, AK",4661,18237
02060,"Bristol Bay Borough, AK",283,884
02063,"Chugach Census Area, AK",2679,6604
02066,"Copper River Census Area, AK",1146,2631
02068,"Denali Borough, AK",533,1621
02070,"Dillingham Census Area, AK",1383,4642
02090,"Fairbanks North Star Borough, AK",36176,94951
02100,"Haines Borough, AK",899,2104
02105,"Hoonah-Angoon Census Area, AK",922,2312
02110,"Juneau City and Borough, AK",13138,31572
02122,"Kenai Peninsula Borough, AK",23902,61259
02130,"Ketchikan Gateway Borough, AK",5621,13677
02270,"Kodiak Island Borough, AK",#N/A,#N/A
02158,"Kusilvak Census Area, AK",1891,7946
02164,"Lake and Peninsula Borough, AK",322,1315
02170,"Matanuska-Susitna Borough, AK",39682,117613
02180,"Nome Census Area, AK",2786,9836
02185,"North Slope Borough, AK",2205,10663
02188,"Northwest Arctic Borough, AK",1817,7134
02195,"Petersburg Borough, AK",1319,3436
02198,"Prince of Wales-Hyder Census Area, AK",2348,5746
02220,"Sitka City and Borough, AK",3503,8355
02230,"Skagway Municipality, AK",451,1119
02240,"Southeast Fairbanks Census Area, AK",2311,7313
02275,"Wrangell City and Borough, AK",912,2064
02282,"Yakutat City and Borough, AK",207,690
02290,"Yukon-Koyukuk Census Area, AK",2317,5099
04001,"Apache County, AZ",20439,64800
04003,"Cochise County, AZ",50476,125773
04005,"Coconino County, AZ",53642,145161
04007,"Gila County, AZ",23253,54073
04009,"Graham County, AZ",12460,40242
04011,"Greenlee County, AZ",3444,9410
04012,"La Paz County, AZ",8887,16992
04013,"Maricopa County, AZ",1697342,4673096
04015,"Mohave County, AZ",96899,226479
04017,"Navajo County, AZ",39171,109516
04019,"Pima County, AZ",430965,1080149
04021,"Pinal County, AZ",157193,513862
04023,"Santa Cruz County, AZ",16816,50508
04025,"Yavapai County, AZ",108900,252013
04027,"Yuma County, AZ",76903,220310
05001,"Arkansas County, AR",6587,16050
05003,"Ashley County, AR",7199,17984
05005,"Baxter County, AR",19289,43007
05007,"Benton County, AR",107667,321566
05009,"Boone County, AR",15232,38636
05011,"Bradley County, AR",3600,9935
05013,"Calhoun County, AR",1584,4690
05015,"Carroll County, AR",11106,28968
05017,"Chicot County, AR",3919,9272
05019,"Clark County, AR",8147,20920
05021,"Clay County, AR",6116,14112
05023,"Cleburne County, AR",10458,25646
05025,"Cleveland County, AR",2793,7367
05027,"Columbia County, AR",8361,22024
05029,"Conway County, AR",8303,21422
05031,"Craighead County, AR",43357,115852
05033,"Crawford County, AR",22994,62258
05035,"Crittenden County, AR",18338,46633
05037,"Cross County, AR",6524,16194
05039,"Dallas County, AR",2425,6076
05041,"Desha County, AR",4750,10321
05043,"Drew County, AR",7004,16935
05045,"Faulkner County, AR",48866,131611
05047,"Franklin County, AR",6878,17586
05049,"Fulton County, AR",4808,12546
05051,"Garland County, AR",43762,99902
05053,"Grant County, AR",6955,18546
05055,"Greene County, AR",17926,46928
05057,"Hempstead County, AR",7454,19105
05059,"Hot Spring County, AR",12101,33313
05061,"Howard County, AR",5169,12387
05063,"Independence County, AR",14515,38345
05065,"Izard County, AR",5027,14291
05067,"Jackson County, AR",6094,16673
05069,"Jefferson County, AR",24334,63672
05071,"Johnson County, AR",10047,26172
05073,"Lafayette County, AR",2564,6015
05075,"Lawrence County, AR",6437,16305
05077,"Lee County, AR",2641,8104
05079,"Lincoln County, AR",3518,12868
05081,"Little River County, AR",4790,11626
05083,"Logan County, AR",8484,21457
05085,"Lonoke County, AR",27817,76389
05087,"Madison County, AR",6381,17865
05089,"Marion County, AR",7296,17593
05091,"Miller County, AR",16311,41958
05093,"Mississippi County, AR",15381,38095
05095,"Monroe County, AR",2819,6415
05097,"Montgomery County, AR",3752,8510
05099,"Nevada County, AR",3402,8004
05101,"Newton County, AR",3049,7026
05103,"Ouachita County, AR",8590,21684
05105,"Perry County, AR",3840,10251
05107,"Phillips County, AR",6179,14661
05109,"Pike County, AR",4120,10027
05111,"Poinsett County, AR",9031,22300
05113,"Polk County, AR",7884,19434
05115,"Pope County, AR",24073,64829
05117,"Prairie County, AR",3261,7935
05119,"Pulaski County, AR",169453,401209
05121,"Randolph County, AR",7071,19040
05123,"St. Francis County, AR",7881,21822
05125,"Saline County, AR",49589,131252
05127,"Scott County, AR",3927,9837
05129,"Searcy County, AR",3052,7836
05131,"Sebastian County, AR",51951,130035
05133,"Sevier County, AR",5697,15735
05135,"Sharp County, AR",6810,18130
05137,"Stone County, AR",4962,12785
05139,"Union County, AR",15125,37008
05141,"Van Buren County, AR",7115,16152
05143,"Washington County, AR",95467,266184
05145,"White County, AR",28945,79091
05147,"Woodruff County, AR",2753,5808
05149,"Yell County, AR",8053,20134
06001,"Alameda County, CA",593117,1649060
06003,"Alpine County, CA",473,1099
06005,"Amador County, CA",16066,42026
06007,"Butte County, CA",82345,208334
06009,"Calaveras County, CA",17897,46505
06011,"Colusa County, CA",7466,22074
06013,"Contra Costa County, CA",411662,1172607
06015,"Del Norte County, CA",9621,27009
06017,"El Dorado County, CA",75719,192823
06019,"Fresno County, CA",322163,1024125
06021,"Glenn County, CA",9763,28304
06023,"Humboldt County, CA",54878,132380
06025,"Imperial County, CA",48844,181724
06027,"Inyo County, CA",7923,18485
06029,"Kern County, CA",281416,922529
06031,"Kings County, CA",43736,154913
06033,"Lake County, CA",26364,67764
06035,"Lassen County, CA",9060,28340
06037,"Los Angeles County, CA",3390254,9757179
06039,"Madera County, CA",44513,165432
06041,"Marin County, CA",103201,256400
06043,"Mariposa County, CA",7515,17048
06045,"Mendocino County, CA",34570,89175
06047,"Merced County, CA",84605,296774
06049,"Modoc County, CA",3264,8491
06051,"Mono County, CA",5521,12991
06053,"Monterey County, CA",132046,436251
06055,"Napa County, CA",49663,132727
06057,"Nevada County, CA",41873,102195
06059,"Orange County, CA",1074654,3170435
06061,"Placer County, CA",155422,433822
06063,"Plumas County, CA",8055,18834
06065,"Riverside County, CA",762234,2529933
06067,"Sacramento County, CA",568223,1611231
06069,"San Benito County, CA",20188,69159
06071,"San Bernardino County, CA",668004,2214281
06073,"San Diego County, CA",1159822,3298799
06075,"San Francisco County, CA",362650,827526
06077,"San Joaquin County, CA",241373,816108
06079,"San Luis Obispo County, CA",108897,281843
06081,"San Mateo County, CA",264424,742893
06083,"Santa Barbara County, CA",148960,444500
06085,"Santa Clara County, CA",654467,1926325
06087,"Santa Cruz County, CA",96873,262406
06089,"Shasta County, CA",71473,181121
06091,"Sierra County, CA",1206,3113
06093,"Siskiyou County, CA",18907,42498
06095,"Solano County, CA",155800,455101
06097,"Sonoma County, CA",190498,485375
06099,"Stanislaus County, CA",176457,556972
06101,"Sutter County, CA",33240,98545
06103,"Tehama County, CA",24526,64451
06105,"Trinity County, CA",5373,15642
06107,"Tulare County, CA",142026,483546
06109,"Tuolumne County, CA",22809,53893
06111,"Ventura County, CA",278045,835427
06113,"Yolo County, CA",76640,225251
06115,"Yuba County, CA",28063,87469
08001,"Adams County, CO",184964,542973
08003,"Alamosa County, CO",6570,16689
08005,"Arapahoe County, CO",253890,666918
08007,"Archuleta County, CO",5904,14112
08009,"Baca County, CO",1593,3367
08011,"Bent County, CO",1875,5779
08013,"Boulder County, CO",135230,330262
08014,"Broomfield County, CO",30921,78323
08015,"Chaffee County, CO",9195,20780
08017,"Cheyenne County, CO",751,1712
08019,"Clear Creek County, CO",4512,9076
08021,"Conejos County, CO",3112,7549
08023,"Costilla County, CO",1574,3686
08025,"Crowley County, CO",1333,5600
08027,"Custer County, CO",2448,5553
08029,"Delta County, CO",12648,32215
08031,"Denver County, CO",329578,729019
08033,"Dolores County, CO",1238,2467
08035,"Douglas County, CO",136130,393995
08037,"Eagle County, CO",20911,54330
08039,"Elbert County, CO",9657,29382
08041,"El Paso County, CO",283174,752772
08043,"Fremont County, CO",17695,50093
08045,"Garfield County, CO",23071,63167
08047,"Gilpin County, CO",3076,5963
08049,"Grand County, CO",6460,16154
08051,"Gunnison County, CO",7903,17310
08053,"Hinsdale County, CO",473,747
08055,"Huerfano County, CO",2836,6988
08057,"Jackson County, CO",634,1273
08059,"Jefferson County, CO",240031,578533
08061,"Kiowa County, CO",574,1392
08063,"Kit Carson County, CO",2914,7080
08065,"Lake County, CO",2959,7369
08067,"La Plata County, CO",23200,56823
08069,"Larimer County, CO",151571,374574
08071,"Las Animas County, CO",6701,14518
08073,"Lincoln County, CO",1970,5598
08075,"Logan County, CO",8148,20755
08077,"Mesa County, CO",64559,161260
08079,"Mineral County, CO",434,933
08081,"Moffat County, CO",5303,13142
08083,"Montezuma County, CO",10915,26841
08085,"Montrose County, CO",17529,44806
08087,"Morgan County, CO",11033,30300
08089,"Otero County, CO",7643,17991
08091,"Ouray County, CO",2514,5197
08093,"Park County, CO",8447,18316
08095,"Phillips County, CO",1859,4488
08097,"Pitkin County, CO",9031,16643
08099,"Prowers County, CO",4564,11957
08101,"Pueblo County, CO",67816,169866
08103,"Rio Blanco County, CO",2587,6607
08105,"Rio Grande County, CO",5032,11132
08107,"Routt County, CO",10619,25243
08109,"Saguache County, CO",3261,6670
08111,"San Juan County, CO",362,821
08113,"San Miguel County, CO",3998,7819
08115,"Sedgwick County, CO",1000,2257
08117,"Summit County, CO",12347,30882
08119,"Teller County, CO",11253,24862
08121,"Washington County, CO",2070,4771
08123,"Weld County, CO",120019,369745
08125,"Yuma County, CO",3957,10048
09001,"Fairfield County, CT",#N/A,#N/A
09003,"Hartford County, CT",#N/A,#N/A
09005,"Litchfield County, CT",#N/A,#N/A
09007,"Middlesex County, CT",#N/A,#N/A
09009,"New Haven County, CT",#N/A,#N/A
09011,"New London County, CT",#N/A,#N/A
09013,"Tolland County, CT",#N/A,#N/A
09015,"Windham County, CT",#N/A,#N/A
09110,"Capitol, CT",389086,991508
09120,"Greater Bridgeport, CT",118335,335666
09130,"Lower Connecticut River Valley, CT",73624,177540
09140,"Naugatuck Valley, CT",178340,462220
09150,"Northeastern Connecticut, CT",39155,97701
09160,"Northwest Hills, CT",47035,114101
09170,"South Central Connecticut, CT",227739,576718
09180,"Southeastern Connecticut, CT",114577,282602
09190,"Western Connecticut, CT",232279,637013
10001,"Kent County, DE",70053,192690
10003,"New Castle County, DE",222943,588093
10005,"Sussex County, DE",103213,271134
11001,"District of Columbia, DC",321556,702250
12001,"Alachua County, FL",112776,291782
12003,"Baker County, FL",9012,29325
12005,"Bay County, FL",76118,199718
12007,"Bradford County, FL",9104,28075
12009,"Brevard County, FL",251889,658447
12011,"Broward County, FL",749372,2037472
12013,"Calhoun County, FL",4625,13278
12015,"Charlotte County, FL",87376,212122
12017,"Citrus County, FL",69701,170174
12019,"Clay County, FL",81757,236760
12021,"Collier County, FL",160867,416233
12023,"Columbia County, FL",26720,73977
12027,"DeSoto County, FL",12656,36744
12029,"Dixie County, FL",6130,17614
12031,"Duval County, FL",405139,1055159
12033,"Escambia County, FL",128292,331275
12035,"Flagler County, FL",50296,136744
12037,"Franklin County, FL",4918,12979
12039,"Gadsden County, FL",16485,44151
12041,"Gilchrist County, FL",6913,20233
12043,"Glades County, FL",4560,13132
12045,"Gulf County, FL",5800,15876
12047,"Hamilton County, FL",4360,14334
12049,"Hardee County, FL",8148,26068
12051,"Hendry County, FL",13944,46130
12053,"Hernando County, FL",80544,218150
12055,"Highlands County, FL",45943,109778
12057,"Hillsborough County, FL",569998,1581426
12059,"Holmes County, FL",7087,19876
12061,"Indian River County, FL",68696,172139
12063,"Jackson County, FL",17038,49980
12065,"Jefferson County, FL",5675,15921
12067,"Lafayette County, FL",2619,8640
12069,"Lake County, FL",159474,444204
12071,"Lee County, FL",319588,860959
12073,"Leon County, FL",120673,300488
12075,"Levy County, FL",17976,47765
12077,"Liberty County, FL",2554,7955
12079,"Madison County, FL",6980,18364
12081,"Manatee County, FL",168504,458352
12083,"Marion County, FL",159796,428905
12085,"Martin County, FL",67820,165666
12086,"Miami-Dade County, FL",964805,2838461
12087,"Monroe County, FL",34630,80908
12089,"Nassau County, FL",38112,104376
12091,"Okaloosa County, FL",84123,220483
12093,"Okeechobee County, FL",15187,42369
12095,"Orange County, FL",508907,1533646
12097,"Osceola County, FL",131365,468058
12099,"Palm Beach County, FL",597053,1582055
12101,"Pasco County, FL",229860,659114
12103,"Pinellas County, FL",423242,965870
12105,"Polk County, FL",276643,852878
12107,"Putnam County, FL",30650,77301
12109,"St. Johns County, FL",108827,334928
12111,"St. Lucie County, FL",131640,390670
12113,"Santa Rosa County, FL",71250,207653
12115,"Sarasota County, FL",205503,476604
12117,"Seminole County, FL",185396,494605
12119,"Sumter County, FL",66941,154693
12121,"Suwannee County, FL",15567,47536
12123,"Taylor County, FL",7571,21843
12125,"Union County, FL",4192,15738
12127,"Volusia County, FL",237396,602772
12129,"Wakulla County, FL",12187,37115
12131,"Walton County, FL",32659,89666
12133,"Washington County, FL",9282,26503
13001,"Appling County, GA",7037,18669
13003,"Atkinson County, GA",3189,8435
13005,"Bacon County, GA",4013,11045
13007,"Baker County, GA",1114,2732
13009,"Baldwin County, GA",16075,43644
13011,"Banks County, GA",6787,20318
13013,"Barrow County, GA",29770,96294
13015,"Bartow County, GA",39664,117508
13017,"Ben Hill County, GA",7162,16945
13019,"Berrien County, GA",6881,18666
13021,"Bibb County, GA",59681,157056
13023,"Bleckley County, GA",4283,12626
13025,"Brantley County, GA",6828,18795
13027,"Brooks County, GA",5994,16344
13029,"Bryan County, GA",15821,51105
13031,"Bulloch County, GA",30276,85454
13033,"Burke County, GA",9097,24472
13035,"Butts County, GA",8751,27127
13037,"Calhoun County, GA",1508,5441
13039,"Camden County, GA",21024,59099
13043,"Candler County, GA",4183,11130
13045,"Carroll County, GA",43598,129911
13047,"Catoosa County, GA",26139,68940
13049,"Charlton County, GA",4086,13021
13051,"Chatham County, GA",119241,307336
13053,"Chattahoochee County, GA",1897,8548
13055,"Chattooga County, GA",9142,25306
13057,"Cherokee County, GA",99132,293513
13059,"Clarke County, GA",54161,129995
13061,"Clay County, GA",1179,2815
13063,"Clayton County, GA",105626,297703
13065,"Clinch County, GA",2470,6871
13067,"Cobb County, GA",293410,787538
13069,"Coffee County, GA",15318,43851
13071,"Colquitt County, GA",16807,46977
13073,"Columbia County, GA",52083,167472
13075,"Cook County, GA",6323,17984
13077,"Coweta County, GA",55290,158233
13079,"Crawford County, GA",4390,12349
13081,"Crisp County, GA",7966,19468
13083,"Dade County, GA",6178,16068
13085,"Dawson County, GA",10844,33748
13087,"Decatur County, GA",10474,29391
13089,"DeKalb County, GA",284681,770307
13091,"Dodge County, GA",6657,19630
13093,"Dooly County, GA",3919,11186
13095,"Dougherty County, GA",34280,82418
13097,"Douglas County, GA",51339,151887
13099,"Early County, GA",4043,10444
13101,"Echols County, GA",1209,3698
13103,"Effingham County, GA",23555,73148
13105,"Elbert County, GA",8245,20152
13107,"Emanuel County, GA",8267,23224
13109,"Evans County, GA",3876,10869
13111,"Fannin County, GA",11361,25854
13113,"Fayette County, GA",43669,125107
13115,"Floyd County, GA",36688,101390
13117,"Forsyth County, GA",86688,280096
13119,"Franklin County, GA",8774,25208
13121,"Fulton County, GA",457791,1090354
13123,"Gilmer County, GA",12612,33327
13125,"Glascock County, GA",1042,3008
13127,"Glynn County, GA",34625,86540
13129,"Gordon County, GA",20841,60765
13131,"Grady County, GA",10073,26271
13133,"Greene County, GA",7846,21091
13135,"Gwinnett County, GA",322852,1003869
13137,"Habersham County, GA",16048,49665
13139,"Hall County, GA",71263,221745
13141,"Hancock County, GA",2852,8683
13143,"Haralson County, GA",11510,32404
13145,"Harris County, GA",12637,36929
13147,"Hart County, GA",10543,28052
13149,"Heard County, GA",4342,12119
13151,"Henry County, GA",84498,259315
13153,"Houston County, GA",62158,174897
13155,"Irwin County, GA",3725,9155
13157,"Jackson County, GA",26976,93825
13159,"Jasper County, GA",5812,17219
13161,"Jeff Davis County, GA",5368,15119
13163,"Jefferson County, GA",5838,15019
13165,"Jenkins County, GA",3067,8836
13167,"Johnson County, GA",3235,9178
13169,"Jones County, GA",10771,29047
13171,"Lamar County, GA",7000,20690
13173,"Lanier County, GA",3442,10464
13175,"Laurens County, GA",18133,50287
13177,"Lee County, GA",11960,34073
13179,"Liberty County, GA",23406,68607
13181,"Lincoln County, GA",2976,8049
13183,"Long County, GA",5836,20439
13185,"Lowndes County, GA",44928,122082
13187,"Lumpkin County, GA",11374,36016
13189,"McDuffie County, GA",8298,21764
13191,"McIntosh County, GA",4784,11800
13193,"Macon County, GA",3970,11831
13195,"Madison County, GA",10895,32771
13197,"Marion County, GA",2950,7635
13199,"Meriwether County, GA",8170,21439
13201,"Miller County, GA",2482,5824
13205,"Mitchell County, GA",7995,20329
13207,"Monroe County, GA",10423,31437
13209,"Montgomery County, GA",3021,8566
13211,"Morgan County, GA",7793,21940
13213,"Murray County, GA",15258,41316
13215,"Muscogee County, GA",80600,201830
13217,"Newton County, GA",40531,124010
13219,"Oconee County, GA",14721,44751
13221,"Oglethorpe County, GA",5242,16172
13223,"Paulding County, GA",58608,188549
13225,"Peach County, GA",10284,29213
13227,"Pickens County, GA",13054,36580
13229,"Pierce County, GA",7496,20669
13231,"Pike County, GA",6505,20669
13233,"Polk County, GA",15588,44610
13235,"Pulaski County, GA",3284,10180
13237,"Putnam County, GA",10134,23383
13239,"Quitman County, GA",935,2323
13241,"Rabun County, GA",7113,17711
13243,"Randolph County, GA",2644,6085
13245,"Richmond County, GA",75023,206303
13247,"Rockdale County, GA",33959,97610
13249,"Schley County, GA",1627,4503
13251,"Screven County, GA",4763,14325
13253,"Seminole County, GA",3672,9274
13255,"Spalding County, GA",26535,70292
13257,"Stephens County, GA",10276,27498
13259,"Stewart County, GA",1756,4809
13261,"Sumter County, GA",10848,28972
13263,"Talbot County, GA",2532,5755
13265,"Taliaferro County, GA",644,1620
13267,"Tattnall County, GA",7551,24275
13269,"Taylor County, GA",3061,7783
13271,"Telfair County, GA",3123,11000
13273,"Terrell County, GA",3355,8698
13275,"Thomas County, GA",18369,46054
13277,"Tift County, GA",15541,41708
13279,"Toombs County, GA",10127,27488
13281,"Towns County, GA",5819,13184
13283,"Treutlen County, GA",2307,6420
13285,"Troup County, GA",26222,71513
13287,"Turner County, GA",3298,9023
13289,"Twiggs County, GA",2849,7728
13291,"Union County, GA",11012,27601
13293,"Upson County, GA",10377,28358
13295,"Walker County, GA",26181,69340
13297,"Walton County, GA",34951,109792
13299,"Ware County, GA",12866,36222
13301,"Warren County, GA",1999,5148
13303,"Washington County, GA",7272,19834
13305,"Wayne County, GA",11045,32132
13307,"Webster County, GA",849,2315
13309,"Wheeler County, GA",1545,7076
13311,"White County, GA",10422,29668
13313,"Whitfield County, GA",36101,105070
13315,"Wilcox County, GA",2504,8904
13317,"Wilkes County, GA",4108,9567
13319,"Wilkinson County, GA",3347,8667
13321,"Worth County, GA",7876,20262
15001,"Hawaii County, HI",72958,209790
15003,"Honolulu County, HI",337061,998747
15005,"Kalawao County, HI",22,81
15007,"Kauai County, HI",23465,73840
15009,"Maui County, HI",55485,163688
16001,"Ada County, ID",196700,535799
16003,"Adams County, ID",1752,4998
16005,"Bannock County, ID",33340,91010
16007,"Bear Lake County, ID",2308,6779
16009,"Benewah County, ID",3978,10529
16011,"Bingham County, ID",16009,50889
16013,"Blaine County, ID",9822,25261
16015,"Boise County, ID",3524,8581
16017,"Bonner County, ID",19599,53955
16019,"Bonneville County, ID",43378,133644
16021,"Boundary County, ID",4835,14040
16023,"Butte County, ID",1017,2735
16025,"Camas County, ID",339,1247
16027,"Canyon County, ID",82864,266892
16029,"Caribou County, ID",2430,7239
16031,"Cassia County, ID",8238,25976
16033,"Clark County, ID",252,794
16035,"Clearwater County, ID",3561,9151
16037,"Custer County, ID",1933,4597
16039,"Elmore County, ID",10848,29729
16041,"Franklin County, ID",4870,15638
16043,"Fremont County, ID",4506,14399
16045,"Gem County, ID",7406,21857
16047,"Gooding County, ID",5512,16189
16049,"Idaho County, ID",6567,17912
16051,"Jefferson County, ID",9899,34854
16053,"Jerome County, ID",8198,26056
16055,"Kootenai County, ID",69104,188323
16057,"Latah County, ID",16058,42180
16059,"Lemhi County, ID",3350,8397
16061,"Lewis County, ID",1546,3728
16063,"Lincoln County, ID",1836,5556
16065,"Madison County, ID",12778,55549
16067,"Minidoka County, ID",7814,22691
16069,"Nez Perce County, ID",17250,42847
16071,"Oneida County, ID",1932,4976
16073,"Owyhee County, ID",4248,12748
16075,"Payette County, ID",9481,27662
16077,"Power County, ID",2708,8381
16079,"Shoshone County, ID",5679,14074
16081,"Teton County, ID",4573,12932
16083,"Twin Falls County, ID",33912,96509
16085,"Valley County, ID",3778,12777
16087,"Washington County, ID",4089,11539
17001,"Adams County, IL",27770,64109
17003,"Alexander County, IL",1826,4594
17005,"Bond County, IL",6256,16576
17007,"Boone County, IL",19155,53313
17009,"Brown County, IL",2021,6307
17011,"Bureau County, IL",14011,32486
17013,"Calhoun County, IL",1222,4224
17015,"Carroll County, IL",6478,15444
17017,"Cass County, IL",5135,12713
17019,"Champaign County, IL",83777,212374
17021,"Christian County, IL",13534,33247
17023,"Clark County, IL",6597,15076
17025,"Clay County, IL",5431,12821
17027,"Clinton County, IL",14463,37087
17029,"Coles County, IL",20335,46423
17031,"Cook County, IL",2084578,5182617
17033,"Crawford County, IL",7411,18388
17035,"Cumberland County, IL",4180,10305
17037,"DeKalb County, IL",39314,101335
17039,"De Witt County, IL",6642,15319
17041,"Douglas County, IL",7821,19824
17043,"DuPage County, IL",349497,937142
17045,"Edgar County, IL",7612,16398
17047,"Edwards County, IL",2653,5984
17049,"Effingham County, IL",14030,34602
17051,"Fayette County, IL",7832,21157
17053,"Ford County, IL",5728,13451
17055,"Franklin County, IL",16130,37033
17057,"Fulton County, IL",13902,32510
17059,"Gallatin County, IL",2096,4690
17061,"Greene County, IL",4514,11417
17063,"Grundy County, IL",20518,53835
17065,"Hamilton County, IL",3350,7818
17067,"Hancock County, IL",7515,17008
17069,"Hardin County, IL",1484,3550
17071,"Henderson County, IL",2662,6048
17073,"Henry County, IL",20261,48177
17075,"Iroquois County, IL",11333,26067
17077,"Jackson County, IL",23088,53199
17079,"Jasper County, IL",3766,9092
17081,"Jefferson County, IL",14805,36107
17083,"Jersey County, IL",7984,21150
17085,"Jo Daviess County, IL",10385,21528
17087,"Johnson County, IL",4133,13320
17089,"Kane County, IL",183196,520997
17091,"Kankakee County, IL",40895,106410
17093,"Kendall County, IL",44526,143171
17095,"Knox County, IL",20765,48716
17097,"Lake County, IL",256660,718604
17099,"LaSalle County, IL",45092,108390
17101,"Lawrence County, IL",5414,14801
17103,"Lee County, IL",13382,33544
17105,"Livingston County, IL",14614,35375
17107,"Logan County, IL",11122,27518
17109,"McDonough County, IL",11760,26662
17111,"McHenry County, IL",116329,315959
17113,"McLean County, IL",69072,172069
17115,"Macon County, IL",43334,100737
17117,"Macoupin County, IL",17431,43895
17119,"Madison County, IL",109385,263017
17121,"Marion County, IL",15465,36437
17123,"Marshall County, IL",4964,11552
17125,"Mason County, IL",5714,12543
17127,"Massac County, IL",5482,13627
17129,"Menard County, IL",5195,11963
17131,"Mercer County, IL",6413,15292
17133,"Monroe County, IL",13830,34969
17135,"Montgomery County, IL",11265,27615
17137,"Morgan County, IL",13125,32618
17139,"Moultrie County, IL",5822,14365
17141,"Ogle County, IL",20695,51345
17143,"Peoria County, IL",77074,179630
17145,"Perry County, IL",7994,20272
17147,"Piatt County, IL",6851,16628
17149,"Pike County, IL",5815,14258
17151,"Pope County, IL",1364,3703
17153,"Pulaski County, IL",1862,4879
17155,"Putnam County, IL",2473,5633
17157,"Randolph County, IL",11671,29903
17159,"Richland County, IL",6401,15362
17161,"Rock Island County, IL",61192,142731
17163,"St. Clair County, IL",101273,251149
17165,"Saline County, IL",10032,22826
17167,"Sangamon County, IL",84290,194345
17169,"Schuyler County, IL",2732,6750
17171,"Scott County, IL",2032,4880
17173,"Shelby County, IL",8795,20542
17175,"Stark County, IL",2289,5272
17177,"Stephenson County, IL",19469,43088
17179,"Tazewell County, IL",53812,129821
17181,"Union County, IL",6914,16886
17183,"Vermilion County, IL",30185,71106
17185,"Wabash County, IL",4784,10979
17187,"Warren County, IL",6722,16217
17189,"Washington County, IL",5722,13535
17191,"Wayne County, IL",6853,15928
17193,"White County, IL",5669,13395
17195,"Whiteside County, IL",23215,54657
17197,"Will County, IL",241310,708583
17199,"Williamson County, IL",28774,67064
17201,"Winnebago County, IL",115449,283790
17203,"Woodford County, IL",14704,38290
18001,"Adams County, IN",12345,36584
18003,"Allen County, IN",154183,399295
18005,"Bartholomew County, IN",32984,84741
18007,"Benton County, IN",3469,8853
18009,"Blackford County, IN",5060,11816
18011,"Boone County, IN",27948,78773
18013,"Brown County, IN",6695,15650
18015,"Carroll County, IN",8024,20747
18017,"Cass County, IN",14924,37559
18019,"Clark County, IN",49184,127479
18021,"Clay County, IN",10541,26424
18023,"Clinton County, IN",12396,32895
18025,"Crawford County, IN",4573,10523
18027,"Daviess County, IN",11568,34097
18029,"Dearborn County, IN",20148,51435
