fips,county_name,households,population
28069,"Kemper County, MS",3209,8562
28071,"Lafayette County, MS",18510,59843
28073,"Lamar County, MS",25053,66734
28075,"Lauderdale County, MS",28553,70588
28077,"Lawrence County, MS",4323,11672
28079,"Leake County, MS",7384,21462
28081,"Lee County, MS",31823,83012
28083,"Leflore County, MS",9973,26157
28085,"Lincoln County, MS",13026,34956
28087,"Lowndes County, MS",22829,57210
28089,"Madison County, MS",43097,114247
28091,"Marion County, MS",9199,24008
28093,"Marshall County, MS",12798,34374
28095,"Monroe County, MS",13673,33483
28097,"Montgomery County, MS",3787,9411
28099,"Neshoba County, MS",10285,28973
28101,"Newton County, MS",7697,21063
28103,"Noxubee County, MS",3786,9825
28105,"Oktibbeha County, MS",21300,51965
28107,"Panola County, MS",12382,32764
28109,"Pearl River County, MS",21489,59030
28111,"Perry County, MS",4552,11406
28113,"Pike County, MS",15226,38980
28115,"Pontotoc County, MS",11682,32014
28117,"Prentiss County, MS",9363,25489
28119,"Quitman County, MS",2653,5542
28121,"Rankin County, MS",59624,160573
28123,"Scott County, MS",9668,27666
28125,"Sharkey County, MS",1400,3234
28127,"Simpson County, MS",9573,25597
28129,"Smith County, MS",5397,14051
28131,"Stone County, MS",6616,19569
28133,"Sunflower County, MS",8058,23029
28135,"Tallahatchie County, MS",4322,10921
28137,"Tate County, MS",10720,28551
28139,"Tippah County, MS",7896,21423
28141,"Tishomingo County, MS",8633,18553
28143,"Tunica County, MS",3600,9157
28145,"Union County, MS",10000,28363
28147,"Walthall County, MS",5400,13839
28149,"Warren County, MS",16816,42105
28151,"Washington County, MS",17227,41181
28153,"Wayne County, MS",7446,19749
28155,"Webster County, MS",4101,10039
28157,"Wilkinson County, MS",3436,7820
28159,"Winston County, MS",7070,17418
28161,"Yalobusha County, MS",5037,12458
28163,"Yazoo County, MS",8892,23024
29001,"Adair County, MO",8911,25660
29003,"Andrew County, MO",6975,18091
29005,"Atchison County, MO",2295,5139
29007,"Audrain County, MO",8991,24304
29009,"Barry County, MO",13360,35618
29011,"Barton County, MO",4425,11717
29013,"Bates County, MO",5975,16394
29015,"Benton County, MO",8166,20614
29017,"Bollinger County, MO",3887,10610
29019,"Boone County, MO",75084,192154
29021,"Buchanan County, MO",33398,83574
29023,"Butler County, MO",16490,41814
29025,"Caldwell County, MO",3591,9000
29027,"Callaway County, MO",16203,45126
29029,"Camden County, MO",17170,44135
29031,"Cape Girardeau County, MO",32544,83658
29033,"Carroll County, MO",3443,8414
29035,"Carter County, MO",1965,5359
29037,"Cass County, MO",42311,113873
29039,"Cedar County, MO",5636,15023
29041,"Chariton County, MO",2655,7397
29043,"Christian County, MO",34256,96045
29045,"Clark County, MO",2265,6623
29047,"Clay County, MO",101008,263370
29049,"Clinton County, MO",8238,21721
29051,"Cole County, MO",30746,77625
29053,"Cooper County, MO",6169,17122
29055,"Crawford County, MO",9468,22808
29057,"Dade County, MO",3038,7622
29059,"Dallas County, MO",6621,17877
29061,"Daviess County, MO",3071,8541
29063,"DeKalb County, MO",3775,9884
29065,"Dent County, MO",5675,14721
29067,"Douglas County, MO",4688,12290
29069,"Dunklin County, MO",11165,27002
29071,"Franklin County, MO",42267,107256
29073,"Gasconade County, MO",6037,14655
29075,"Gentry County, MO",2402,6298
29077,"Greene County, MO",131708,307942
29079,"Grundy County, MO",3828,9766
29081,"Harrison County, MO",3064,8186
29083,"Henry County, MO",9248,22575
29085,"Hickory County, MO",3457,8766
29087,"Holt County, MO",1722,4241
29089,"Howard County, MO",3469,10150
29091,"Howell County, MO",15997,40762
29093,"Iron County, MO",3803,9420
29095,"Jackson County, MO",302726,727362
29097,"Jasper County, MO",48367,126479
29099,"Jefferson County, MO",87025,231888
29101,"Johnson County, MO",20680,55880
29103,"Knox County, MO",1214,3740
29105,"Laclede County, MO",14453,36738
29107,"Lafayette County, MO",12438,33511
29109,"Lawrence County, MO",14694,39151
29111,"Lewis County, MO",3216,9852
29113,"Lincoln County, MO",22420,65888
29115,"Linn County, MO",4804,11910
29117,"Livingston County, MO",5523,14658
29119,"McDonald County, MO",8512,24054
29121,"Macon County, MO",5947,15177
29123,"Madison County, MO",4604,12852
29125,"Maries County, MO",3536,8506
29127,"Marion County, MO",11253,28425
29129,"Mercer County, MO",1288,3452
29131,"Miller County, MO",10034,25668
29133,"Mississippi County, MO",4559,11750
29135,"Moniteau County, MO",5774,15294
29137,"Monroe County, MO",3461,8890
29139,"Montgomery County, MO",4589,11511
29141,"Morgan County, MO",8198,22399
29143,"New Madrid County, MO",6796,15212
29145,"Newton County, MO",22084,61519
29147,"Nodaway County, MO",8389,20503
29149,"Oregon County, MO",3360,8699
29151,"Osage County, MO",5173,13478
29153,"Ozark County, MO",3583,9090
29155,"Pemiscot County, MO",6231,14407
29157,"Perry County, MO",7323,19100
29159,"Pettis County, MO",16937,43791
29161,"Phelps County, MO",17644,45672
29163,"Pike County, MO",6451,17961
29165,"Platte County, MO",43316,113207
29167,"Polk County, MO",11957,33070
29169,"Pulaski County, MO",16434,53964
29171,"Putnam County, MO",1874,4539
29173,"Ralls County, MO",3959,10499
29175,"Randolph County, MO",9252,24077
29177,"Ray County, MO",9046,23199
29179,"Reynolds County, MO",2312,5927
29181,"Ripley County, MO",4030,10715
29183,"St. Charles County, MO",158682,423726
29185,"St. Clair County, MO",4090,9848
29186,"Ste. Genevieve County, MO",7113,18546
29187,"St. Francois County, MO",24113,67503
29189,"St. Louis County, MO",414739,992929
29195,"Saline County, MO",8008,23325
29197,"Schuyler County, MO",1251,4069
29199,"Scotland County, MO",1543,4698
29201,"Scott County, MO",15163,37957
29203,"Shannon County, MO",2802,7275
29205,"Shelby County, MO",2374,5926
29207,"Stoddard County, MO",11393,28438
29209,"Stone County, MO",13161,32630
29211,"Sullivan County, MO",2040,5750
29213,"Taney County, MO",22145,56744
29215,"Texas County, MO",9532,25715
29217,"Vernon County, MO",7815,19787
29219,"Warren County, MO",13414,38478
29221,"Washington County, MO",8864,23583
29223,"Wayne County, MO",4503,10820
29225,"Webster County, MO",13751,42041
29227,"Worth County, MO",798,1872
29229,"Wright County, MO",6964,19505
29510,"St. Louis city, MO",144450,279695
30001,"Beaverhead County, MT",4121,10006
30003,"Big Horn County, MT",3691,12796
30005,"Blaine County, MT",2297,6903
30007,"Broadwater County, MT",2888,8302
30009,"Carbon County, MT",4716,11498
30011,"Carter County, MT",599,1399
30013,"Cascade County, MT",34909,84523
30015,"Chouteau County, MT",2212,5880
30017,"Custer County, MT",5044,11964
30019,"Daniels County, MT",716,1625
30021,"Dawson County, MT",3710,8731
30023,"Deer Lodge County, MT",4560,9811
30025,"Fallon County, MT",1145,2946
30027,"Fergus County, MT",5200,11862
30029,"Flathead County, MT",43568,114527
30031,"Gallatin County, MT",50031,126984
30033,"Garfield County, MT",407,1181
30035,"Glacier County, MT",4174,13503
30037,"Golden Valley County, MT",362,863
30039,"Granite County, MT",1375,3602
30041,"Hill County, MT",6226,16065
30043,"Jefferson County, MT",4890,13304
30045,"Judith Basin County, MT",907,2111
30047,"Lake County, MT",12175,33403
30049,"Lewis and Clark County, MT",30655,75129
30051,"Liberty County, MT",685,1934
30053,"Lincoln County, MT",8858,22184
30055,"McCone County, MT",818,1717
30057,"Madison County, MT",3703,9753
30059,"Meagher County, MT",897,2065
30061,"Mineral County, MT",2132,5195
30063,"Missoula County, MT",51642,122546
30065,"Musselshell County, MT",2131,5452
30067,"Park County, MT",8257,18074
30069,"Petroleum County, MT",200,525
30071,"Phillips County, MT",1769,4214
30073,"Pondera County, MT",2240,6078
30075,"Powder River County, MT",713,1734
30077,"Powell County, MT",2348,7120
30079,"Prairie County, MT",520,1112
30081,"Ravalli County, MT",18779,48187
30083,"Richland County, MT",4500,11028
30085,"Roosevelt County, MT",2988,10197
30087,"Rosebud County, MT",3069,8194
30089,"Sanders County, MT",5453,13895
30091,"Sheridan County, MT",1470,3448
30093,"Silver Bow County, MT",15347,36134
30095,"Stillwater County, MT",3869,9450
30097,"Sweet Grass County, MT",1497,3757
30099,"Teton County, MT",2452,6444
30101,"Toole County, MT",1823,5153
30103,"Treasure County, MT",382,739
30105,"Valley County, MT",2958,7434
30107,"Wheatland County, MT",865,2058
30109,"Wibaux County, MT",468,911
30111,"Yellowstone County, MT",69272,171583
31001,"Adams County, NE",12900,31196
31003,"Antelope County, NE",2687,6358
31005,"Arthur County, NE",184,423
31007,"Banner County, NE",258,665
31009,"Blaine County, NE",192,454
31011,"Boone County, NE",2202,5354
31013,"Box Butte County, NE",4537,10703
31015,"Boyd County, NE",784,1700
31017,"Brown County, NE",1208,2877
31019,"Buffalo County, NE",19662,51156
31021,"Burt County, NE",2867,6727
31023,"Butler County, NE",3538,8439
31025,"Cass County, NE",10561,27492
31027,"Cedar County, NE",3419,8262
31029,"Chase County, NE",1437,3764
31031,"Cherry County, NE",2229,5558
31033,"Cheyenne County, NE",4351,9602
31035,"Clay County, NE",2475,6103
31037,"Colfax County, NE",3639,10826
31039,"Cuming County, NE",3782,8952
31041,"Custer County, NE",4456,10487
31043,"Dakota County, NE",7299,21335
31045,"Dawes County, NE",3381,8003
31047,"Dawson County, NE",8982,24554
31049,"Deuel County, NE",825,1892
31051,"Dixon County, NE",2237,5526
31053,"Dodge County, NE",14863,37884
31055,"Douglas County, NE",235080,601158
31057,"Dundy County, NE",804,1581
31059,"Fillmore County, NE",2382,5512
31061,"Franklin County, NE",1290,2817
31063,"Frontier County, NE",1053,2536
31065,"Furnas County, NE",2006,4468
31067,"Gage County, NE",9162,21687
31069,"Garden County, NE",827,1804
31071,"Garfield County, NE",750,1707
31073,"Gosper County, NE",777,1808
31075,"Grant County, NE",295,573
31077,"Greeley County, NE",941,2197
31079,"Hall County, NE",24406,62869
31081,"Hamilton County, NE",3499,9564
31083,"Harlan County, NE",1200,3018
31085,"Hayes County, NE",357,846
31087,"Hitchcock County, NE",1125,2460
31089,"Holt County, NE",4064,10120
31091,"Hooker County, NE",314,698
31093,"Howard County, NE",2494,6572
31095,"Jefferson County, NE",3114,7136
31097,"Johnson County, NE",1750,5219
31099,"Kearney County, NE",2730,6749
31101,"Keith County, NE",3946,8148
31103,"Keya Paha County, NE",327,819
31105,"Kimball County, NE",1531,3305
31107,"Knox County, NE",3235,8306
31109,"Lancaster County, NE",132162,332857
31111,"Lincoln County, NE",14585,33319
31113,"Logan County, NE",311,694
31115,"Loup County, NE",249,582
31117,"McPherson County, NE",196,376
31119,"Madison County, NE",14152,35579
31121,"Merrick County, NE",3210,7837
31123,"Morrill County, NE",1890,4485
31125,"Nance County, NE",1346,3262
31127,"Nemaha County, NE",2812,7046
31129,"Nuckolls County, NE",1819,4094
31131,"Otoe County, NE",6423,16591
31133,"Pawnee County, NE",1077,2521
31135,"Perkins County, NE",1162,2779
31137,"Phelps County, NE",3819,9042
31139,"Pierce County, NE",2859,7334
31141,"Platte County, NE",13398,35499
31143,"Polk County, NE",2058,5269
31145,"Red Willow County, NE",4442,10409
31147,"Richardson County, NE",3563,7666
31149,"Rock County, NE",582,1241
31151,"Saline County, NE",5166,14740
31153,"Sarpy County, NE",72661,204828
31155,"Saunders County, NE",8820,23406
31157,"Scotts Bluff County, NE",15093,35734
31159,"Seward County, NE",6645,17769
31161,"Sheridan County, NE",2122,4927
31163,"Sherman County, NE",1294,2949
31165,"Sioux County, NE",457,1099
31167,"Stanton County, NE",2289,5756
31169,"Thayer County, NE",2082,4870
31171,"Thomas County, NE",318,634
31173,"Thurston County, NE",1983,6637
31175,"Valley County, NE",1822,4032
31177,"Washington County, NE",8391,21254
31179,"Wayne County, NE",3762,9870
31181,"Webster County, NE",1503,3326
31183,"Wheeler County, NE",359,808
31185,"York County, NE",5589,14375
32001,"Churchill County, NV",9728,26033
32003,"Clark County, NV",847378,2398871
32005,"Douglas County, NV",21096,49564
32007,"Elko County, NV",19546,54363
32009,"Esmeralda County, NV",493,720
32011,"Eureka County, NV",630,1877
32013,"Humboldt County, NV",6997,17116
32015,"Lander County, NV",2296,5785
32017,"Lincoln County, NV",1626,4345
32019,"Lyon County, NV",23423,63718
32021,"Mineral County, NV",1732,4475
32023,"Nye County, NV",21943,55990
32027,"Pershing County, NV",1847,6536
32029,"Storey County, NV",1874,4112
32031,"Washoe County, NV",195725,507280
32033,"White Pine County, NV",3407,8534
32510,"Carson City, NV",23652,58148
33001,"Belknap County, NH",26118,65257
33003,"Carroll County, NH",22096,52580
33005,"Cheshire County, NH",30519,78078
33007,"Coos County, NH",13818,31094
33009,"Grafton County, NH",36107,93045
33011,"Hillsborough County, NH",167732,430462
33013,"Merrimack County, NH",60445,157869
33015,"Rockingham County, NH",126588,322433
33017,"Strafford County, NH",51684,134202
33019,"Sullivan County, NH",16079,44012
34001,"Atlantic County, NJ",108712,279114
34003,"Bergen County, NJ",353307,978641
34005,"Burlington County, NJ",176046,475515
34007,"Camden County, NJ",200569,533988
34009,"Cape May County, NJ",44369,93875
34011,"Cumberland County, NJ",53341,155678
34013,"Essex County, NJ",317473,881527
34015,"Gloucester County, NJ",111796,311783
34017,"Hudson County, NJ",295552,736185
34019,"Hunterdon County, NJ",50322,131708
34021,"Mercer County, NJ",141464,392138
34023,"Middlesex County, NJ",305610,890119
34025,"Monmouth County, NJ",250195,647520
34027,"Morris County, NJ",191840,523053
34029,"Ocean County, NJ",241521,666434
34031,"Passaic County, NJ",177964,526597
34033,"Salem County, NJ",24881,65874
34035,"Somerset County, NJ",129459,357467
34037,"Sussex County, NJ",57328,147444
34039,"Union County, NJ",201663,594160
34041,"Warren County, NJ",44943,112031
35001,"Bernalillo County, NM",283609,671747
35003,"Catron County, NM",1645,3795
35005,"Chaves County, NM",23605,63697
35006,"Cibola County, NM",8353,26686
35007,"Colfax County, NM",5413,12307
35009,"Curry County, NM",18471,47156
35011,"De Baca County, NM",727,1657
35013,"Do̱a Ana County, NM",83530,229366
35015,"Eddy County, NM",23245,61436
35017,"Grant County, NM",11069,27541
35019,"Guadalupe County, NM",1451,4385
35021,"Harding County, NM",282,635
35023,"Hidalgo County, NM",1501,3966
35025,"Lea County, NM",24568,75151
35027,"Lincoln County, NM",9376,20025
35028,"Los Alamos County, NM",8211,19675
35029,"Luna County, NM",9082,25878
35031,"McKinley County, NM",21088,68945
35033,"Mora County, NM",1991,4096
35035,"Otero County, NM",24285,69711
35037,"Quay County, NM",4102,8403
35039,"Rio Arriba County, NM",14980,39955
35041,"Roosevelt County, NM",7211,18713
35043,"Sandoval County, NM",55741,157757
35045,"San Juan County, NM",41053,120817
35047,"San Miguel County, NM",11924,26428
35049,"Santa Fe County, NM",69348,157765
35051,"Sierra County, NM",5419,11389
35053,"Socorro County, NM",5222,15967
35055,"Taos County, NM",14459,34482
35057,"Torrance County, NM",5774,15986
35059,"Union County, NM",1504,3926
35061,"Valencia County, NM",26782,80813
36001,"Albany County, NY",132728,319964
36003,"Allegany County, NY",17057,47299
36005,"Bronx County, NY",530067,1384724
36007,"Broome County, NY",81781,196397
36009,"Cattaraugus County, NY",31822,75475
36011,"Cayuga County, NY",31334,74567
36013,"Chautauqua County, NY",53602,124105
36015,"Chemung County, NY",34916,81115
36017,"Chenango County, NY",19800,45776
36019,"Clinton County, NY",33276,77871
36021,"Columbia County, NY",26098,60299
36023,"Cortland County, NY",18768,45945
36025,"Delaware County, NY",18947,44191
36027,"Dutchess County, NY",115184,299963
36029,"Erie County, NY",408711,950602
36031,"Essex County, NY",16039,36744
36033,"Franklin County, NY",19234,47086
36035,"Fulton County, NY",22607,52073
36037,"Genesee County, NY",24769,57604
36039,"Greene County, NY",18188,46903
36041,"Hamilton County, NY",2111,5082
36043,"Herkimer County, NY",25426,59585
36045,"Jefferson County, NY",46701,113140
36047,"Kings County, NY",1009596,2617631
36049,"Lewis County, NY",10958,26570
36051,"Livingston County, NY",24329,61561
36053,"Madison County, NY",25563,67072
36055,"Monroe County, NY",316506,752202
36057,"Montgomery County, NY",19234,49648
36059,"Nassau County, NY",456076,1392438
36061,"New York County, NY",775376,1660664
36063,"Niagara County, NY",91493,209570
36065,"Oneida County, NY",94361,228347
36067,"Onondaga County, NY",194963,469812
36069,"Ontario County, NY",47684,113012
36071,"Orange County, NY",137311,411767
36073,"Orleans County, NY",16208,39686
36075,"Oswego County, NY",47132,118305
36077,"Otsego County, NY",22608,60524
36079,"Putnam County, NY",35054,98409
36081,"Queens County, NY",828230,2316841
36083,"Rensselaer County, NY",66233,160749
36085,"Richmond County, NY",170047,498212
36087,"Rockland County, NY",103284,348144
36089,"St. Lawrence County, NY",41732,106198
36091,"Saratoga County, NY",99835,240360
36093,"Schenectady County, NY",66324,162261
36095,"Schoharie County, NY",12439,30151
36097,"Schuyler County, NY",7405,17121
36099,"Seneca County, NY",13679,32650
36101,"Steuben County, NY",38916,92015
36103,"Suffolk County, NY",512280,1535909
36105,"Sullivan County, NY",30215,80450
36107,"Tioga County, NY",20214,47574
36109,"Tompkins County, NY",43269,105602
36111,"Ulster County, NY",73105,182977
36113,"Warren County, NY",30041,65288
36115,"Washington County, NY",24254,59839
36117,"Wayne County, NY",38222,90757
36119,"Westchester County, NY",370256,1006447
36121,"Wyoming County, NY",16263,39588
36123,"Yates County, NY",9095,24387
37001,"Alamance County, NC",68441,183040
37003,"Alexander County, NC",13895,36693
37005,"Alleghany County, NC",5049,11379
37007,"Anson County, NC",8314,22432
37009,"Ashe County, NC",11999,27266
37011,"Avery County, NC",6559,17811
37013,"Beaufort County, NC",19103,44576
37015,"Bertie County, NC",7024,16939
37017,"Bladen County, NC",11635,29777
37019,"Brunswick County, NC",64436,167112
37021,"Buncombe County, NC",102672,279210
37023,"Burke County, NC",35873,88545
37025,"Cabarrus County, NC",80370,244925
37027,"Caldwell County, NC",32766,80739
37029,"Camden County, NC",3948,11184
37031,"Carteret County, NC",31198,70259
37033,"Caswell County, NC",8677,22363
37035,"Catawba County, NC",65201,167054
37037,"Chatham County, NC",32253,83874
37039,"Cherokee County, NC",13042,30373
37041,"Chowan County, NC",5989,13891
37043,"Clay County, NC",5041,12042
37045,"Cleveland County, NC",37218,102194
37047,"Columbus County, NC",19227,50054
37049,"Craven County, NC",41472,104167
37051,"Cumberland County, NC",128118,338430
37053,"Currituck County, NC",11497,32278
37055,"Dare County, NC",16483,38183
37057,"Davidson County, NC",68512,177809
37059,"Davie County, NC",16873,45383
37061,"Duplin County, NC",20096,50539
37063,"Durham County, NC",138502,343628
37065,"Edgecombe County, NC",19533,49124
37067,"Forsyth County, NC",155743,398143
37069,"Franklin County, NC",27442,79771
37071,"Gaston County, NC",92287,242010
37073,"Gates County, NC",4219,10299
37075,"Graham County, NC",3312,8179
37077,"Granville County, NC",22176,61544
37079,"Greene County, NC",6831,20671
37081,"Guilford County, NC",215807,558816
37083,"Halifax County, NC",20269,46992
37085,"Harnett County, NC",48639,146096
37087,"Haywood County, NC",26772,63048
37089,"Henderson County, NC",50423,120771
37091,"Hertford County, NC",8329,19169
37093,"Hoke County, NC",18763,55382
37095,"Hyde County, NC",2115,4583
37097,"Iredell County, NC",73913,206361
37099,"Jackson County, NC",18164,45281
37101,"Johnston County, NC",82293,249794
37103,"Jones County, NC",3915,9462
37105,"Lee County, NC",24659,68537
37107,"Lenoir County, NC",22930,55332
37109,"Lincoln County, NC",35681,97611
37111,"McDowell County, NC",18445,45269
37113,"Macon County, NC",18090,38717
37115,"Madison County, NC",8399,22352
37117,"Martin County, NC",9361,21523
37119,"Mecklenburg County, NC",455494,1206285
37121,"Mitchell County, NC",6411,15030
37123,"Montgomery County, NC",10075,26364
37125,"Moore County, NC",42814,108417
37127,"Nash County, NC",38123,97990
37129,"New Hanover County, NC",102376,243333
37131,"Northampton County, NC",7597,16580
37133,"Onslow County, NC",72516,212954
37135,"Orange County, NC",56456,152877
37137,"Pamlico County, NC",5228,12550
37139,"Pasquotank County, NC",15394,41418
37141,"Pender County, NC",24152,70077
37143,"Perquimans County, NC",5580,13460
37145,"Person County, NC",16211,40143
37147,"Pitt County, NC",73404,180783
37149,"Polk County, NC",8727,20320
37151,"Randolph County, NC",56970,148389
37153,"Richmond County, NC",16863,41990
37155,"Robeson County, NC",42744,118624
37157,"Rockingham County, NC",39018,93517
37159,"Rowan County, NC",57762,153384
37161,"Rutherford County, NC",26589,65587
37163,"Sampson County, NC",21321,60404
37165,"Scotland County, NC",12376,33898
37167,"Stanly County, NC",24436,67326
37169,"Stokes County, NC",19374,45857
37171,"Surry County, NC",29366,71547
37173,"Swain County, NC",5837,13945
37175,"Transylvania County, NC",14590,34103
37177,"Tyrrell County, NC",1426,3517
37179,"Union County, NC",82231,263386
37181,"Vance County, NC",16081,42337
37183,"Wake County, NC",445636,1232444
37185,"Warren County, NC",7930,19081
37187,"Washington County, NC",4832,10654
37189,"Watauga County, NC",21187,54997
37191,"Wayne County, NC",46888,120338
37193,"Wilkes County, NC",26975,66186
37195,"Wilson County, NC",32860,79958
37197,"Yadkin County, NC",14893,37995
37199,"Yancey County, NC",8188,18993
38001,"Adams County, ND",1019,2141
38003,"Barnes County, ND",4852,10798
38005,"Benson County, ND",1922,5756
38007,"Billings County, ND",372,1063
38009,"Bottineau County, ND",2695,6391
38011,"Bowman County, ND",1237,2886
38013,"Burke County, ND",931,2154
38015,"Burleigh County, ND",40361,103107
38017,"Cass County, ND",81668,200945
38019,"Cavalier County, ND",1539,3567
38021,"Dickey County, ND",1953,4930
38023,"Divide County, ND",935,2124
38025,"Dunn County, ND",1513,4031
38027,"Eddy County, ND",1142,2309
38029,"Emmons County, ND",1516,3209
38031,"Foster County, ND",1515,3323
38033,"Golden Valley County, ND",663,1795
38035,"Grand Forks County, ND",31045,73771
38037,"Grant County, ND",1072,2247
38039,"Griggs County, ND",946,2227
38041,"Hettinger County, ND",1107,2419
38043,"Kidder County, ND",1129,2371
38045,"LaMoure County, ND",1712,4051
38047,"Logan County, ND",773,1880
38049,"McHenry County, ND",2265,5135
38051,"McIntosh County, ND",1191,2461
38053,"McKenzie County, ND",5910,14782
38055,"McLean County, ND",4261,9845
38057,"Mercer County, ND",3594,8348
38059,"Morton County, ND",13529,34194
38061,"Mountrail County, ND",3839,9474
38063,"Nelson County, ND",1295,3007
38065,"Oliver County, ND",727,1882
38067,"Pembina County, ND",2959,6588
38069,"Pierce County, ND",1840,3853
38071,"Ramsey County, ND",5185,11510
38073,"Ransom County, ND",2305,5590
38075,"Renville County, ND",922,2376
38077,"Richland County, ND",6764,16658
38079,"Rolette County, ND",3686,11692
38081,"Sargent County, ND",1734,3710
38083,"Sheridan County, ND",676,1268
38085,"Sioux County, ND",1067,3713
38087,"Slope County, ND",340,660
